_id,fullName,fatherName,password,email,phone,cnic,dob,gender,education,address,city,country,course,preferredTimeSlot,isActive,role[0],bio,createdAt,updatedAt,__v,imageUrl,image,role,mobileNo,batchNo,proficiency,haveLaptop,rollNo
678a600ce0eabe6d6ed39aeb,khatija,sarfaraz,,khatija123@gmail.com,,00000-0000000-0,1970-01-01T05:31:00.101Z,Male,Graduate,sachal goth,67814ad2befc47d950d28eef,,67815e164962ffade58c5c78,,,,,2025-01-17T13:50:04.032Z,2025-01-17T13:50:04.032Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1737121802/user_profiles/ov58h2mgvfyf6eg7yunp.jpg,,user,03362356894,67815e4f84ce81f520291157,Beginner,Yes,
678a615de0eabe6d6ed39afe,fd,lkj,,sd@hotmail.com,,42201-0784922-8,1970-01-01T05:29:52.211Z,Male,Matric,sds,67814ac5befc47d950d28eed,,67815a02befc47d950d2956f,,,,,2025-01-17T13:55:41.680Z,2025-01-17T13:55:41.680Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1737122140/user_profiles/qbfjgjsxohnzw2ifdtlg.jpg,,user,03353020340,67815eff84ce81f520291293,Beginner,Yes,
678a620be0eabe6d6ed39b08,owais ahmad,bhatti,,owaisahmad@gmail.com,,42501-0000000-0,1970-01-01T05:30:50.101Z,Male,Graduate,sachal,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-17T13:58:35.407Z,2025-01-17T13:58:35.407Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1737122314/user_profiles/kdaeqaonechigw7tbnd7.jpg,,user,03254488648,67815e4f84ce81f520291157,Intermediate,Yes,
678a6291e0eabe6d6ed39b4b,anees ahmad,qasim bhatti,,anees11@gmail.com,,00000-5555555-4,1970-01-01T05:33:20.101Z,Male,Undergraduate,khokhrapar,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-17T14:00:49.339Z,2025-01-17T14:00:49.339Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1737122448/user_profiles/kx5lkaapizl7k7liitwe.jpg,,user,03330000000,67815e4f84ce81f520291157,Intermediate,Yes,
678a63fee0eabe6d6ed39b63,yameen,yaseen,,yameen123@gmail.com,,22222-5555555-8,1970-01-01T05:30:50.101Z,Male,Graduate,sachal,67814ac5befc47d950d28eed,,67815a02befc47d950d2956f,,,,,2025-01-17T14:06:54.803Z,2025-01-17T14:06:54.803Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1737122813/user_profiles/pzblgrtqayxpyejiya9f.jpg,,user,03222222222,67815eff84ce81f520291293,Intermediate,Yes,
678aab7fa9366cdc1e4b9f8f,Abdullah Bhatti,Mushtaq Ali Bhatti,,abdullahbhatti123@gmail.com,,42501-3333333-5,1987-01-16T00:00:00.000Z,Male,Graduate,malir khokhrapar,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-17T19:11:59.369Z,2025-01-17T19:11:59.369Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1737141118/user_profiles/n3tjvrkq56otqelrxcpa.png,,user,03332222225,67815e4f84ce81f520291157,Intermediate,No,
678aaefda9366cdc1e4b9fa7,Ubaid,Basheer,,ubaidbasheer@gmail.com,,66666-4444444-5,1987-01-16T00:00:00.000Z,Male,Intermediate,malir khokhrapar,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-17T19:26:53.260Z,2025-01-17T19:26:53.260Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1737142012/user_profiles/iouzgsqo5dytsm5at3go.jpg,,user,03225555555,67815e4f84ce81f520291157,Intermediate,Yes,
678ab069a9366cdc1e4b9fc6,razabhatti,qasimbhatti,,razabhatti@gmail.com,,55555-6666668-4,1987-01-16T00:00:00.000Z,Male,Graduate,khokhrapar karachi,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-17T19:32:57.148Z,2025-01-17T19:32:57.148Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1737142376/user_profiles/xami1cksj6kpy4hnchsf.jpg,,user,03333366998,67815e4f84ce81f520291157,Intermediate,Yes,
678ab3c8a9366cdc1e4ba014,asdfasdfasdf,asdfasdfasdfasdfsadf,,asdfasdfasdfasdf@gmail.com,,66666-5555555-4,1987-01-16T00:00:00.000Z,Male,Matric,asdfasfasdf,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-17T19:47:20.737Z,2025-01-17T19:47:20.737Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1737143239/user_profiles/yl0utva30zj8u1rvm2zs.jpg,,user,03337778889,67815e4f84ce81f520291157,Intermediate,No,
678ab50da9366cdc1e4ba02c,pakistani,pakistani2,,pakistan@gmail.com,,55555-9999999-4,2025-01-16T00:00:00.000Z,Male,Matric,asfasdfasnfdlkn,67814ac5befc47d950d28eed,,67815e164962ffade58c5c78,,,,,2025-01-17T19:52:45.902Z,2025-01-17T19:52:45.902Z,0,https://res.cloudinary.com/dbhoqcunj/image/upload/v1737143565/user_profiles/s5uvdse2qbhbjpbo5cgz.jpg,,user,03055666884,67815e4f84ce81f520291157,Beginner,No,
